4.052306,H
3.740520,H
2.166091,H
1.817906,H
1.736684,H
1.681109,H
1.641168,H
1.282161,H
1.094104,H
1.005217,H
0.923156,H
1.083331,He
4.038408,C
4.001027,C
3.998449,C
3.988826,C
3.722288,C
3.715041,C
3.373865,C
2.291281,C
2.216640,C
2.130107,C
2.126569,C
2.121732,C
2.119717,C
2.102886,C
1.783119,C
1.781890,C
1.777380,C
1.764219,C
1.751041,C
1.746075,C
1.745335,C
1.734329,C
1.732823,C
1.727969,C
1.689497,C
1.602600,C
1.600917,C
1.261755,C
1.260494,C
1.255291,C
1.189900,C
1.186624,C
1.185196,C
1.175798,C
1.175653,C
1.175143,C
1.167282,C
1.166287,C
1.163201,C
1.075693,C
1.073247,C
1.071026,C
1.069418,C
1.068827,C
1.068601,C
1.054412,C
1.012664,C
0.966108,C
0.960567,C
0.940831,C
1.011166,N
4.646711,Na
4.044293,Na
3.985764,Na
3.415191,Na
2.990073,Na
2.338552,Na
2.335479,Na
2.208969,Na
2.206245,Na
2.167281,Na
2.145818,Na
1.268261,Na
1.232335,Na
1.140690,Na
1.138457,Na
1.083784,Na
1.074938,Na
1.057517,Na
0.996401,Na
0.946853,Na
4.110951,Mg
3.868137,Mg
3.866901,Mg
3.866486,Mg
3.802105,Mg
3.800230,Mg
3.735610,Mg
3.682563,Mg
3.678946,Mg
3.677187,Mg
3.537594,Mg
3.493890,Mg
3.492279,Mg
3.491469,Mg
3.397084,Mg
3.370272,Mg
3.233777,Mg
3.027719,Mg
3.015045,Mg
2.987927,Mg
2.486733,Mg
2.482569,Mg
2.457300,Mg
2.333446,Mg
2.291170,Mg
2.281425,Mg
2.154218,Mg
2.146472,Mg
2.123141,Mg
2.121952,Mg
2.106664,Mg
2.106551,Mg
1.973926,Mg
1.972893,Mg
1.943057,Mg
1.776691,Mg
1.775858,Mg
1.741229,Mg
1.711330,Mg
1.660012,Mg
1.595881,Mg
1.595274,Mg
1.589386,Mg
1.589053,Mg
1.588390,Mg
1.577015,Mg
1.575329,Mg
1.574501,Mg
1.505183,Mg
1.504436,Mg
1.502910,Mg
1.243685,Mg
1.242643,Mg
1.242133,Mg
1.208696,Mg
1.208658,Mg
1.204312,Mg
1.183141,Mg
1.152539,Mg
1.103669,Mg
1.103512,Mg
1.096845,Mg
1.096031,Mg
1.095632,Mg
1.081405,Mg
1.031535,Mg
1.030207,Mg
0.999595,Mg
0.998921,Mg
0.998594,Mg
0.944137,Mg
0.943535,Mg
0.941754,Mg
0.927600,Mg
0.925832,Mg
1.095479,Mg II
0.924680,Mg II
5.102280,Al
5.097464,Al
3.911821,Al
3.872119,Al
3.863283,Al
3.664614,Al
3.601152,Al
3.509401,Al
2.270711,Al
2.269828,Al
2.121396,Al
2.116958,Al
2.109884,Al
1.770388,Al
1.676795,Al
1.675518,Al
1.672354,Al
1.315438,Al
1.312703,Al
1.275340,Al
1.089472,Al
1.087595,Al
1.078500,Al
1.077131,Al
4.906511,Si
4.568857,Si
4.148238,Si
4.143681,Si
4.133844,Si
4.088438,Si
4.083138,Si
4.069872,Si
4.068749,Si
4.058685,Si
4.054149,Si
4.050978,Si
4.033276,Si
4.017216,Si
4.015713,Si
4.014712,Si
4.011013,Si
4.001269,Si
4.000728,Si
3.999730,Si
3.999026,Si
3.995562,Si
3.980266,Si
3.974737,Si
3.970390,Si
3.968922,Si
3.950006,Si
3.944135,Si
3.934472,Si
3.930289,Si
3.889530,Si
3.887872,Si
3.872752,Si
3.869670,Si
3.858908,Si
3.857297,Si
3.854228,Si
3.835023,Si
3.761646,Si
3.753137,Si
3.745589,Si
3.698665,Si
3.683818,Si
3.671288,Si
3.667769,Si
3.658667,Si
3.644466,Si
3.640889,Si
3.623293,Si
3.605978,Si
3.596508,Si
3.580380,Si
3.570707,Si
3.560367,Si
3.558732,Si
3.555648,Si
3.533182,Si
3.530662,Si
3.523812,Si
3.502422,Si
3.501106,Si
3.401339,Si
3.400846,Si
3.398535,Si
3.366245,Si
3.364646,Si
3.353383,Si
3.283228,Si
3.242785,Si
3.214782,Si
3.187855,Si
3.181142,Si
3.170154,Si
3.151740,Si
3.068408,Si
2.400037,Si
2.395991,Si
2.314794,Si
2.267196,Si
2.254384,Si
2.207860,Si
2.206875,Si
2.196908,Si
2.193100,Si
2.188532,Si
2.188022,Si
2.184396,Si
2.182565,Si
2.178569,Si
2.161919,Si
2.153353,Si
2.144818,Si
2.143218,Si
2.142461,Si
2.137880,Si
2.136009,Si
2.121021,Si
2.106212,Si
2.105303,Si
2.093185,Si
2.092282,Si
2.089607,Si
2.080987,Si
2.070427,Si
2.063833,Si
2.060850,Si
2.038812,Si
2.038397,Si
2.034944,Si
2.030748,Si
2.030193,Si
2.026968,Si
1.997927,Si
1.997684,Si
1.993436,Si
1.972794,Si
1.951350,Si
1.951145,Si
1.949870,Si
1.762816,Si
1.762189,Si
1.747168,Si
1.733206,Si
1.723033,Si
1.721046,Si
1.683277,Si
1.668533,Si
1.643942,Si
1.638602,Si
1.638461,Si
1.624629,Si
1.622012,Si
1.616813,Si
1.609919,Si
1.606441,Si
1.596444,Si
1.589278,Si
1.588881,Si
1.583795,Si
1.556204,Si
1.538109,Si
1.518707,Si
1.343274,Si
1.332928,Si
1.331274,Si
1.329121,Si
1.318050,Si
1.315634,Si
1.310565,Si
1.303454,Si
1.303313,Si
1.294450,Si
1.263113,Si
1.258741,Si
1.251339,Si
1.246159,Si
1.244337,Si
1.239923,Si
1.239356,Si
1.227405,Si
1.218173,Si
1.217909,Si
1.214305,Si
1.213732,Si
1.211398,Si
1.210685,Si
1.210575,Si
1.208530,Si
1.208370,Si
1.203481,Si
1.203124,Si
1.199485,Si
1.198748,Si
1.190331,Si
1.188835,Si
1.186719,Si
1.170348,Si
1.164416,Si
1.163071,Si
1.161428,Si
1.161301,Si
1.159552,Si
1.159468,Si
1.150666,Si
1.150587,Si
1.144940,Si
1.131149,Si
1.131007,Si
1.130196,Si
1.129292,Si
1.119991,Si
1.107475,Si
1.103453,Si
1.102098,Si
1.100814,Si
1.098754,Si
1.098506,Si
1.098231,Si
1.089778,Si
1.089666,Si
1.088831,Si
1.088579,Si
1.087252,Si
1.087176,Si
1.084682,Si
1.083006,Si
1.080015,Si
1.079902,Si
1.078981,Si
1.078751,Si
1.075233,Si
1.074468,Si
1.073035,Si
1.070706,Si
1.069718,Si
1.069265,Si
1.066389,Si
1.063056,Si
1.060633,Si
1.060572,Si
1.058804,Si
1.058503,Si
1.044433,Si
1.041771,Si
1.040981,Si
1.037411,Si
1.031602,Si
1.030420,Si
1.029176,Si
1.015893,Si
1.012771,Si
1.010132,Si
1.007112,Si
1.002850,Si
1.001661,Si
1.001275,Si
0.997188,Si
0.991568,Si
0.989443,Si
0.988978,Si
0.987491,Si
0.984205,Si
0.979149,Si
0.977103,Si
0.973749,Si
0.969205,Si
0.958855,Si
0.957909,Si
0.950780,Si
0.941609,Si
0.931282,Si
0.925621,Si
1.059981,P
1.058450,P
1.053240,P
1.051446,P
0.997940,P
0.990639,P
0.979954,P
0.975344,P
3.426827,S
2.271393,S
2.266161,S
2.265028,S
2.258160,S
2.257003,S
2.255877,S
2.253220,S
2.252525,S
2.251374,S
1.659773,S
1.659549,S
1.548271,S
1.547985,S
1.547404,S
1.540798,S
1.139324,S
1.082417,S
1.046228,S
1.045963,S
1.045831,S
0.967493,S
0.924008,S
0.923063,S
0.921539,S
4.016955,K
3.735610,K
3.708140,K
3.662251,K
1.517255,K
1.516723,K
1.252554,K
1.243565,K
1.177605,K
1.177284,K
1.169340,K
1.102289,K
4.059695,Ca
3.959316,Ca
3.952088,Ca
3.951259,Ca
3.698431,Ca
3.697834,Ca
3.697398,Ca
2.934848,Ca
2.933067,Ca
2.932884,Ca
2.928814,Ca
2.926071,Ca
2.305998,Ca
2.282729,Ca
2.265976,Ca
2.265736,Ca
2.263290,Ca
2.263114,Ca
2.261411,Ca
2.228419,Ca
2.097826,Ca
2.047318,Ca
1.996728,Ca
1.993917,Ca
1.992263,Ca
1.986765,Ca
1.985851,Ca
1.982043,Ca
1.978370,Ca
1.978219,Ca
1.951104,Ca
1.945830,Ca
1.620150,Ca
1.616178,Ca
1.615965,Ca
1.615517,Ca
1.614123,Ca
1.332163,Ca
1.313854,Ca
1.309002,Ca
1.306144,Ca
1.303713,Ca
1.300498,Ca
1.291263,Ca
1.283053,Ca
1.282737,Ca
1.281955,Ca
1.210915,Ca
1.195923,Ca
1.177070,Ca
1.176278,Ca
1.088285,Ca
1.086685,Ca
1.086456,Ca
1.084974,Ca
1.084194,Ca
1.083635,Ca
1.079440,Ca
1.051902,Ca
1.048419,Ca
1.034664,Ca
1.027651,Ca
